STATION,route_id,hour,current_crowd,last_month_crowd,last_year_crowd
169 ST,F,12,243.0,196.0,732.0
169 ST,F,13,219.0,181.0,606.0
169 ST,F,14,247.0,211.0,626.0
169 ST,F,15,240.0,207.0,543.0
169 ST,F,16,261.0,227.0,582.0
169 ST,F,17,303.0,261.0,721.0
169 ST,F,18,345.0,294.0,826.0
169 ST,F,19,362.0,308.0,897.0
169 ST,F,20,390.0,332.0,952.0
169 ST,F,21,280.0,239.0,737.0
169 ST,F,22,206.0,172.0,633.0
169 ST,F,23,154.0,124.0,504.0
169 ST,F,0,120.0,98.0,365.0
170 ST,4,1,99.0,83.0,300.0
170 ST,4,2,75.0,63.0,197.0
170 ST,4,3,39.0,32.0,118.0
170 ST,4,4,71.0,64.0,165.0
170 ST,4,5,146.0,130.0,298.0
170 ST,4,6,171.0,151.0,330.0
170 ST,4,7,250.0,220.0,464.0
170 ST,4,8,369.0,321.0,645.0
170 ST,4,9,394.0,318.0,801.0
170 ST,4,10,351.0,277.0,789.0
170 ST,4,11,306.0,240.0,714.0
170 ST,4,12,276.0,223.0,630.0
170 ST,4,13,233.0,196.0,559.0
170 ST,4,14,263.0,218.0,587.0
170 ST,4,15,331.0,275.0,696.0
170 ST,4,16,331.0,275.0,708.0
170 ST,4,17,303.0,252.0,657.0
170 ST,4,18,336.0,272.0,793.0
170 ST,4,19,473.0,381.0,1179.0
170 ST,4,20,401.0,323.0,1007.0
170 ST,4,21,234.0,183.0,661.0
170 ST,4,22,193.0,147.0,582.0
170 ST,4,23,130.0,100.0,395.0
170 ST,4,0,99.0,79.0,290.0
170 ST,B,1,0.0,0.0,0.0
170 ST,B,2,0.0,0.0,0.0
170 ST,B,3,0.0,0.0,0.0
170 ST,B,4,0.0,0.0,0.0
170 ST,B,5,0.0,0.0,0.0
170 ST,B,6,0.0,0.0,0.0
170 ST,B,7,177.0,151.0,351.0
170 ST,B,8,317.0,269.0,655.0
170 ST,B,9,419.0,342.0,978.0
170 ST,B,10,349.0,277.0,945.0
170 ST,B,11,0.0,0.0,0.0
170 ST,B,12,0.0,0.0,0.0
170 ST,B,13,0.0,0.0,0.0
170 ST,B,14,0.0,0.0,0.0
170 ST,B,15,0.0,0.0,0.0
170 ST,B,16,0.0,0.0,0.0
170 ST,B,17,246.0,211.0,590.0
170 ST,B,18,225.0,189.0,560.0
170 ST,B,19,277.0,228.0,707.0
170 ST,B,20,329.0,276.0,823.0
170 ST,B,21,0.0,0.0,0.0
170 ST,B,22,0.0,0.0,0.0
170 ST,B,23,0.0,0.0,0.0
170 ST,B,0,0.0,0.0,0.0
170 ST,D,1,113.0,91.0,290.0
170 ST,D,2,68.0,57.0,179.0
170 ST,D,3,30.0,24.0,90.0
170 ST,D,4,35.0,29.0,90.0
170 ST,D,5,67.0,58.0,148.0
170 ST,D,6,125.0,105.0,250.0
170 ST,D,7,166.0,136.0,327.0
170 ST,D,8,363.0,320.0,654.0
170 ST,D,9,641.0,553.0,1335.0
170 ST,D,10,635.0,525.0,1392.0
170 ST,D,11,457.0,371.0,1075.0
170 ST,D,12,378.0,313.0,880.0
170 ST,D,13,356.0,299.0,815.0
170 ST,D,14,327.0,280.0,735.0
170 ST,D,15,327.0,277.0,723.0
170 ST,D,16,381.0,329.0,835.0
170 ST,D,17,348.0,295.0,766.0
170 ST,D,18,84.0,69.0,189.0
170 ST,D,19,157.0,131.0,354.0
170 ST,D,20,361.0,309.0,845.0
170 ST,D,21,264.0,223.0,693.0
170 ST,D,22,208.0,172.0,595.0
170 ST,D,23,135.0,110.0,396.0
170 ST,D,0,132.0,107.0,357.0
174 ST,2,1,103.0,89.0,300.0
174 ST,2,2,86.0,75.0,237.0
174 ST,2,3,55.0,47.0,169.0
174 ST,2,4,35.0,30.0,115.0
174 ST,2,5,69.0,59.0,156.0
174 ST,2,6,97.0,85.0,206.0
174 ST,2,7,140.0,118.0,299.0
174 ST,2,8,286.0,237.0,562.0
174 ST,2,9,530.0,425.0,1108.0
174 ST,2,10,517.0,418.0,1282.0
174 ST,2,11,349.0,275.0,980.0
174 ST,2,12,297.0,235.0,826.0
174 ST,2,13,306.0,245.0,745.0
174 ST,2,14,286.0,229.0,659.0
174 ST,2,15,295.0,245.0,697.0
174 ST,2,16,338.0,281.0,770.0
174 ST,2,17,358.0,300.0,851.0
174 ST,2,18,343.0,278.0,836.0
174 ST,2,19,458.0,370.0,1180.0
174 ST,2,20,425.0,343.0,1086.0
174 ST,2,21,339.0,275.0,911.0
174 ST,2,22,233.0,188.0,697.0
174 ST,2,23,173.0,137.0,566.0
174 ST,2,0,133.0,104.0,390.0
174 ST,5,1,0.0,0.0,0.0
174 ST,5,2,0.0,0.0,0.0
174 ST,5,3,0.0,0.0,0.0
174 ST,5,4,0.0,0.0,0.0
174 ST,5,5,0.0,0.0,0.0
174 ST,5,6,58.0,46.0,101.0
174 ST,5,7,81.0,66.0,144.0
174 ST,5,8,283.0,249.0,551.0
174 ST,5,9,537.0,448.0,1189.0
174 ST,5,10,440.0,361.0,1059.0
174 ST,5,11,260.0,209.0,689.0
174 ST,5,12,221.0,177.0,574.0
174 ST,5,13,204.0,170.0,532.0
174 ST,5,14,243.0,202.0,549.0
174 ST,5,15,220.0,190.0,500.0
174 ST,5,16,226.0,194.0,508.0
174 ST,5,17,236.0,202.0,520.0
174 ST,5,18,123.0,103.0,253.0
174 ST,5,19,116.0,97.0,211.0
174 ST,5,20,82.0,69.0,149.0
174 ST,5,21,181.0,147.0,517.0
174 ST,5,22,181.0,144.0,543.0
174 ST,5,23,155.0,124.0,494.0
174 ST,5,0,108.0,88.0,347.0
174-175 STS,B,1,0.0,0.0,0.0
174-175 STS,B,2,0.0,0.0,0.0
174-175 STS,B,3,0.0,0.0,0.0
174-175 STS,B,4,0.0,0.0,0.0
174-175 STS,B,5,0.0,0.0,0.0
174-175 STS,B,6,0.0,0.0,0.0
174-175 STS,B,7,153.0,132.0,300.0
174-175 STS,B,8,253.0,210.0,500.0
174-175 STS,B,9,352.0,289.0,833.0
174-175 STS,B,10,336.0,269.0,933.0
174-175 STS,B,11,0.0,0.0,0.0
174-175 STS,B,12,0.0,0.0,0.0
174-175 STS,B,13,0.0,0.0,0.0
174-175 STS,B,14,0.0,0.0,0.0
174-175 STS,B,15,0.0,0.0,0.0
174-175 STS,B,16,0.0,0.0,0.0
174-175 STS,B,17,205.0,176.0,494.0
174-175 STS,B,18,217.0,183.0,543.0
174-175 STS,B,19,262.0,217.0,668.0
174-175 STS,B,20,359.0,300.0,914.0
174-175 STS,B,21,0.0,0.0,0.0
174-175 STS,B,22,0.0,0.0,0.0
174-175 STS,B,23,0.0,0.0,0.0
174-175 STS,B,0,0.0,0.0,0.0
174-175 STS,D,1,110.0,89.0,284.0
174-175 STS,D,2,67.0,56.0,176.0
174-175 STS,D,3,28.0,22.0,87.0
174-175 STS,D,4,33.0,27.0,87.0
174-175 STS,D,5,64.0,55.0,142.0
174-175 STS,D,6,118.0,99.0,235.0
174-175 STS,D,7,156.0,128.0,303.0
174-175 STS,D,8,362.0,319.0,652.0
174-175 STS,D,9,639.0,552.0,1332.0
174-175 STS,D,10,626.0,519.0,1376.0
174-175 STS,D,11,433.0,353.0,1022.0
174-175 STS,D,12,363.0,301.0,859.0
174-175 STS,D,13,346.0,289.0,801.0
174-175 STS,D,14,308.0,263.0,707.0
174-175 STS,D,15,310.0,263.0,691.0
174-175 STS,D,16,352.0,301.0,777.0
174-175 STS,D,17,328.0,279.0,730.0
174-175 STS,D,18,84.0,69.0,187.0
174-175 STS,D,19,142.0,120.0,323.0
174-175 STS,D,20,350.0,300.0,823.0
174-175 STS,D,21,255.0,216.0,677.0
174-175 STS,D,22,204.0,169.0,585.0
174-175 STS,D,23,130.0,107.0,386.0
174-175 STS,D,0,127.0,103.0,348.0
175 ST,A,1,114.0,103.0,381.0
175 ST,A,2,94.0,92.0,322.0
175 ST,A,3,42.0,39.0,168.0
175 ST,A,4,30.0,35.0,131.0
175 ST,A,5,67.0,64.0,198.0
175 ST,A,6,138.0,121.0,326.0
175 ST,A,7,181.0,154.0,411.0
175 ST,A,8,390.0,327.0,832.0
175 ST,A,9,631.0,502.0,1468.0
175 ST,A,10,512.0,413.0,1300.0
175 ST,A,11,388.0,302.0,1068.0
175 ST,A,12,372.0,294.0,996.0
175 ST,A,13,359.0,289.0,919.0
175 ST,A,14,296.0,245.0,743.0
175 ST,A,15,285.0,238.0,697.0
175 ST,A,16,319.0,269.0,780.0
175 ST,A,17,383.0,318.0,984.0
175 ST,A,18,310.0,254.0,860.0
175 ST,A,19,381.0,306.0,1098.0
175 ST,A,20,381.0,308.0,1104.0
175 ST,A,21,235.0,194.0,759.0
175 ST,A,22,203.0,165.0,707.0
175 ST,A,23,146.0,123.0,535.0
175 ST,A,0,103.0,88.0,350.0
176 ST,4,1,91.0,76.0,272.0
176 ST,4,2,70.0,58.0,211.0
176 ST,4,3,39.0,33.0,119.0
176 ST,4,4,63.0,57.0,151.0
176 ST,4,5,133.0,119.0,273.0
176 ST,4,6,149.0,132.0,291.0
176 ST,4,7,220.0,196.0,412.0
176 ST,4,8,307.0,265.0,535.0
176 ST,4,9,364.0,294.0,742.0
176 ST,4,10,306.0,241.0,714.0
176 ST,4,11,269.0,210.0,648.0
176 ST,4,12,241.0,195.0,558.0
176 ST,4,13,212.0,178.0,530.0
176 ST,4,14,239.0,197.0,534.0
176 ST,4,15,303.0,251.0,639.0
176 ST,4,16,301.0,249.0,669.0
176 ST,4,17,272.0,225.0,592.0
176 ST,4,18,319.0,257.0,758.0
176 ST,4,19,442.0,354.0,1127.0
176 ST,4,20,366.0,294.0,937.0
176 ST,4,21,230.0,179.0,649.0
176 ST,4,22,185.0,141.0,570.0
176 ST,4,23,127.0,98.0,397.0
176 ST,4,0,92.0,72.0,286.0
18 AV,D,1,86.0,68.0,234.0
18 AV,D,2,73.0,57.0,178.0
18 AV,D,3,39.0,29.0,106.0
18 AV,D,4,30.0,24.0,78.0
18 AV,D,5,58.0,52.0,118.0
18 AV,D,6,105.0,93.0,203.0
18 AV,D,7,156.0,134.0,297.0
18 AV,D,8,252.0,209.0,474.0
18 AV,D,9,300.0,252.0,598.0
18 AV,D,10,322.0,268.0,732.0
18 AV,D,11,254.0,205.0,614.0
18 AV,D,12,303.0,243.0,695.0
18 AV,D,13,289.0,238.0,654.0
18 AV,D,14,281.0,234.0,635.0
18 AV,D,15,289.0,242.0,624.0
18 AV,D,16,269.0,229.0,591.0
18 AV,D,17,348.0,282.0,791.0
18 AV,D,18,368.0,294.0,907.0
18 AV,D,19,287.0,221.0,793.0
18 AV,D,20,297.0,231.0,784.0
18 AV,D,21,246.0,193.0,631.0
18 AV,D,22,196.0,153.0,552.0
18 AV,D,23,143.0,111.0,423.0
18 AV,D,0,125.0,96.0,351.0
18 AV,F,1,91.0,73.0,204.0
18 AV,F,2,73.0,58.0,151.0
18 AV,F,3,36.0,27.0,85.0
18 AV,F,4,31.0,24.0,80.0
18 AV,F,5,64.0,57.0,136.0
18 AV,F,6,120.0,101.0,217.0
18 AV,F,7,143.0,121.0,268.0
18 AV,F,8,183.0,160.0,343.0
18 AV,F,9,369.0,315.0,750.0
18 AV,F,10,311.0,257.0,765.0
18 AV,F,11,303.0,244.0,756.0
18 AV,F,12,260.0,214.0,642.0
18 AV,F,13,225.0,189.0,540.0
18 AV,F,14,211.0,178.0,470.0
18 AV,F,15,231.0,196.0,481.0
18 AV,F,16,229.0,194.0,487.0
18 AV,F,17,260.0,219.0,583.0
18 AV,F,18,284.0,231.0,736.0
18 AV,F,19,335.0,270.0,825.0
18 AV,F,20,320.0,261.0,889.0
18 AV,F,21,240.0,193.0,692.0
18 AV,F,22,170.0,131.0,559.0
18 AV,F,23,130.0,99.0,394.0
18 AV,F,0,121.0,94.0,316.0
18 AV,N,1,76.0,66.0,211.0
18 AV,N,2,82.0,66.0,218.0
18 AV,N,3,61.0,48.0,147.0
18 AV,N,4,50.0,40.0,106.0
18 AV,N,5,76.0,63.0,131.0
18 AV,N,6,100.0,84.0,181.0
18 AV,N,7,117.0,100.0,203.0
18 AV,N,8,237.0,206.0,422.0
18 AV,N,9,325.0,273.0,632.0
18 AV,N,10,341.0,268.0,829.0
18 AV,N,11,273.0,215.0,713.0
18 AV,N,12,247.0,198.0,603.0
18 AV,N,13,225.0,188.0,530.0
18 AV,N,14,197.0,177.0,428.0
18 AV,N,15,228.0,204.0,485.0
18 AV,N,16,255.0,228.0,533.0
18 AV,N,17,262.0,233.0,627.0
18 AV,N,18,291.0,252.0,739.0
18 AV,N,19,394.0,342.0,1025.0
18 AV,N,20,328.0,284.0,888.0
18 AV,N,21,290.0,252.0,724.0
18 AV,N,22,143.0,119.0,486.0
18 AV,N,23,118.0,98.0,342.0
18 AV,N,0,106.0,88.0,296.0
18 ST,1,1,98.0,77.0,282.0
18 ST,1,2,43.0,35.0,122.0
18 ST,1,3,20.0,15.0,74.0
18 ST,1,4,40.0,38.0,83.0
18 ST,1,5,106.0,98.0,160.0
18 ST,1,6,110.0,94.0,178.0
18 ST,1,7,129.0,114.0,278.0
18 ST,1,8,275.0,243.0,698.0
18 ST,1,9,457.0,362.0,1160.0
18 ST,1,10,315.0,248.0,939.0
18 ST,1,11,260.0,203.0,798.0
18 ST,1,12,282.0,223.0,855.0
18 ST,1,13,316.0,255.0,856.0
18 ST,1,14,395.0,330.0,903.0
18 ST,1,15,407.0,339.0,945.0
18 ST,1,16,481.0,403.0,1125.0
18 ST,1,17,469.0,385.0,1178.0
18 ST,1,18,471.0,368.0,1297.0
18 ST,1,19,505.0,395.0,1404.0
18 ST,1,20,407.0,321.0,1133.0
18 ST,1,21,276.0,201.0,797.0
18 ST,1,22,168.0,119.0,524.0
18 ST,1,23,133.0,94.0,411.0
18 ST,1,0,110.0,82.0,326.0
181 ST,1,1,114.0,96.0,319.0
181 ST,1,2,66.0,58.0,195.0
181 ST,1,3,19.0,18.0,83.0
181 ST,1,4,34.0,32.0,81.0
181 ST,1,5,85.0,75.0,140.0
181 ST,1,6,91.0,83.0,140.0
181 ST,1,7,143.0,126.0,263.0
181 ST,1,8,228.0,185.0,476.0
181 ST,1,9,321.0,243.0,750.0
181 ST,1,10,322.0,255.0,911.0
181 ST,1,11,166.0,130.0,550.0
181 ST,1,12,162.0,127.0,518.0
181 ST,1,13,176.0,144.0,481.0
181 ST,1,14,255.0,211.0,630.0
181 ST,1,15,254.0,212.0,622.0
181 ST,1,16,315.0,263.0,689.0
181 ST,1,17,319.0,256.0,745.0
181 ST,1,18,317.0,247.0,917.0
181 ST,1,19,443.0,342.0,1270.0
181 ST,1,20,337.0,261.0,963.0
181 ST,1,21,232.0,187.0,802.0
181 ST,1,22,178.0,140.0,624.0
181 ST,1,23,158.0,121.0,539.0
181 ST,1,0,117.0,92.0,377.0
181 ST,A,1,109.0,98.0,362.0
181 ST,A,2,92.0,89.0,307.0
181 ST,A,3,40.0,37.0,158.0
181 ST,A,4,24.0,28.0,110.0
181 ST,A,5,56.0,55.0,171.0
181 ST,A,6,126.0,111.0,297.0
181 ST,A,7,154.0,129.0,351.0
181 ST,A,8,325.0,273.0,677.0
181 ST,A,9,562.0,449.0,1292.0
181 ST,A,10,499.0,403.0,1262.0
181 ST,A,11,345.0,268.0,953.0
181 ST,A,12,370.0,292.0,996.0
181 ST,A,13,319.0,256.0,823.0
181 ST,A,14,265.0,219.0,678.0
181 ST,A,15,261.0,218.0,645.0
181 ST,A,16,301.0,252.0,747.0
181 ST,A,17,337.0,279.0,874.0
181 ST,A,18,300.0,245.0,844.0
181 ST,A,19,334.0,266.0,980.0
181 ST,A,20,373.0,301.0,1099.0
181 ST,A,21,218.0,180.0,709.0
181 ST,A,22,184.0,149.0,647.0
181 ST,A,23,134.0,113.0,497.0
181 ST,A,0,93.0,80.0,322.0
182-183 STS,B,1,0.0,0.0,0.0
182-183 STS,B,2,0.0,0.0,0.0
182-183 STS,B,3,0.0,0.0,0.0
182-183 STS,B,4,0.0,0.0,0.0
182-183 STS,B,5,0.0,0.0,0.0
182-183 STS,B,6,0.0,0.0,0.0
182-183 STS,B,7,102.0,90.0,199.0
182-183 STS,B,8,199.0,164.0,398.0
182-183 STS,B,9,270.0,220.0,650.0
182-183 STS,B,10,308.0,249.0,862.0
182-183 STS,B,11,0.0,0.0,0.0
182-183 STS,B,12,0.0,0.0,0.0
182-183 STS,B,13,0.0,0.0,0.0
182-183 STS,B,14,0.0,0.0,0.0
182-183 STS,B,15,0.0,0.0,0.0
182-183 STS,B,16,0.0,0.0,0.0
182-183 STS,B,17,129.0,110.0,309.0
182-183 STS,B,18,204.0,171.0,523.0
182-183 STS,B,19,258.0,214.0,681.0
182-183 STS,B,20,337.0,283.0,879.0
182-183 STS,B,21,0.0,0.0,0.0
182-183 STS,B,22,0.0,0.0,0.0
182-183 STS,B,23,0.0,0.0,0.0
182-183 STS,B,0,0.0,0.0,0.0
182-183 STS,D,1,99.0,80.0,262.0
182-183 STS,D,2,62.0,51.0,166.0
182-183 STS,D,3,24.0,18.0,79.0
182-183 STS,D,4,23.0,18.0,72.0
182-183 STS,D,5,52.0,44.0,119.0
182-183 STS,D,6,107.0,88.0,211.0
182-183 STS,D,7,138.0,113.0,265.0
182-183 STS,D,8,319.0,282.0,587.0
182-183 STS,D,9,622.0,539.0,1276.0
182-183 STS,D,10,621.0,516.0,1357.0
182-183 STS,D,11,398.0,324.0,952.0
182-183 STS,D,12,320.0,266.0,775.0
182-183 STS,D,13,304.0,253.0,721.0
182-183 STS,D,14,267.0,227.0,634.0
182-183 STS,D,15,266.0,224.0,614.0
182-183 STS,D,16,296.0,249.0,672.0
182-183 STS,D,17,300.0,255.0,684.0
182-183 STS,D,18,64.0,51.0,141.0
182-183 STS,D,19,106.0,86.0,241.0
182-183 STS,D,20,300.0,261.0,742.0
182-183 STS,D,21,241.0,205.0,650.0
182-183 STS,D,22,190.0,157.0,547.0
182-183 STS,D,23,133.0,108.0,402.0
182-183 STS,D,0,128.0,104.0,359.0
183 ST,4,1,74.0,60.0,246.0
183 ST,4,2,69.0,59.0,216.0
183 ST,4,3,35.0,30.0,116.0
183 ST,4,4,47.0,43.0,126.0
183 ST,4,5,89.0,82.0,194.0
183 ST,4,6,144.0,127.0,283.0
183 ST,4,7,173.0,155.0,339.0
183 ST,4,8,257.0,224.0,451.0
183 ST,4,9,308.0,252.0,643.0
183 ST,4,10,250.0,198.0,619.0
183 ST,4,11,227.0,179.0,568.0
183 ST,4,12,204.0,164.0,504.0
183 ST,4,13,186.0,157.0,475.0
183 ST,4,14,195.0,161.0,466.0
183 ST,4,15,252.0,209.0,550.0
183 ST,4,16,242.0,200.0,557.0
183 ST,4,17,251.0,208.0,561.0
183 ST,4,18,273.0,219.0,663.0
183 ST,4,19,391.0,311.0,1032.0
183 ST,4,20,345.0,276.0,918.0
183 ST,4,21,224.0,175.0,646.0
183 ST,4,22,170.0,129.0,539.0
183 ST,4,23,114.0,87.0,372.0
183 ST,4,0,76.0,60.0,245.0
190 ST,A,1,105.0,94.0,349.0
190 ST,A,2,92.0,89.0,304.0
190 ST,A,3,40.0,37.0,157.0
190 ST,A,4,23.0,28.0,107.0
190 ST,A,5,54.0,54.0,163.0
190 ST,A,6,110.0,97.0,257.0
190 ST,A,7,127.0,108.0,291.0
190 ST,A,8,288.0,244.0,603.0
190 ST,A,9,499.0,398.0,1138.0
190 ST,A,10,482.0,390.0,1203.0
190 ST,A,11,341.0,266.0,935.0
190 ST,A,12,338.0,267.0,905.0
190 ST,A,13,306.0,246.0,780.0
190 ST,A,14,251.0,206.0,644.0
190 ST,A,15,243.0,202.0,605.0
190 ST,A,16,282.0,235.0,705.0
190 ST,A,17,325.0,268.0,845.0
190 ST,A,18,271.0,220.0,754.0
190 ST,A,19,344.0,273.0,1020.0
190 ST,A,20,334.0,268.0,980.0
190 ST,A,21,247.0,202.0,799.0
190 ST,A,22,179.0,145.0,623.0
190 ST,A,23,138.0,115.0,511.0
190 ST,A,0,91.0,78.0,314.0
191 ST,1,1,104.0,87.0,314.0
191 ST,1,2,62.0,55.0,189.0
191 ST,1,3,15.0,14.0,97.0
191 ST,1,4,25.0,23.0,74.0
191 ST,1,5,71.0,63.0,129.0
191 ST,1,6,81.0,73.0,126.0
191 ST,1,7,128.0,112.0,216.0
191 ST,1,8,210.0,171.0,389.0
191 ST,1,9,291.0,219.0,673.0
191 ST,1,10,291.0,231.0,852.0
191 ST,1,11,152.0,119.0,506.0
191 ST,1,12,141.0,110.0,487.0
191 ST,1,13,161.0,131.0,437.0
191 ST,1,14,242.0,201.0,577.0
191 ST,1,15,241.0,200.0,587.0
191 ST,1,16,282.0,235.0,612.0
191 ST,1,17,293.0,235.0,746.0
191 ST,1,18,303.0,235.0,872.0
191 ST,1,19,416.0,320.0,1225.0
191 ST,1,20,304.0,234.0,912.0
191 ST,1,21,238.0,191.0,811.0
191 ST,1,22,169.0,132.0,597.0
191 ST,1,23,149.0,113.0,551.0
191 ST,1,0,109.0,84.0,371.0
2 AV,F,1,123.0,98.0,279.0
2 AV,F,2,65.0,51.0,154.0
2 AV,F,3,38.0,28.0,104.0
2 AV,F,4,55.0,46.0,127.0
2 AV,F,5,115.0,100.0,238.0
2 AV,F,6,155.0,131.0,310.0
2 AV,F,7,208.0,176.0,413.0
2 AV,F,8,382.0,334.0,788.0
2 AV,F,9,552.0,456.0,1312.0
2 AV,F,10,517.0,416.0,1330.0
2 AV,F,11,444.0,355.0,1165.0
2 AV,F,12,385.0,315.0,979.0
2 AV,F,13,361.0,300.0,881.0
2 AV,F,14,378.0,321.0,801.0
2 AV,F,15,404.0,343.0,855.0
2 AV,F,16,458.0,391.0,965.0
2 AV,F,17,536.0,447.0,1218.0
2 AV,F,18,474.0,387.0,1126.0
2 AV,F,19,605.0,496.0,1434.0
2 AV,F,20,462.0,381.0,1149.0
2 AV,F,21,293.0,233.0,864.0
2 AV,F,22,208.0,160.0,660.0
2 AV,F,23,173.0,131.0,510.0
2 AV,F,0,139.0,110.0,342.0
20 AV,D,1,85.0,67.0,230.0
20 AV,D,2,72.0,57.0,181.0
20 AV,D,3,38.0,28.0,105.0
20 AV,D,4,27.0,21.0,72.0
20 AV,D,5,51.0,45.0,106.0
20 AV,D,6,95.0,84.0,186.0
20 AV,D,7,145.0,123.0,268.0
20 AV,D,8,223.0,185.0,421.0
20 AV,D,9,259.0,220.0,518.0
20 AV,D,10,291.0,244.0,668.0
20 AV,D,11,229.0,186.0,568.0
20 AV,D,12,286.0,229.0,660.0
20 AV,D,13,280.0,231.0,635.0
20 AV,D,14,270.0,225.0,613.0
20 AV,D,15,277.0,232.0,601.0
20 AV,D,16,254.0,216.0,564.0
20 AV,D,17,337.0,271.0,766.0
20 AV,D,18,357.0,285.0,884.0
20 AV,D,19,276.0,212.0,736.0
20 AV,D,20,289.0,224.0,761.0
20 AV,D,21,240.0,188.0,659.0
20 AV,D,22,192.0,150.0,528.0
20 AV,D,23,141.0,109.0,441.0
20 AV,D,0,123.0,95.0,348.0
20 AV,N,1,73.0,62.0,206.0
20 AV,N,2,82.0,66.0,217.0
20 AV,N,3,61.0,48.0,147.0
20 AV,N,4,50.0,40.0,105.0
20 AV,N,5,74.0,61.0,127.0
20 AV,N,6,99.0,83.0,176.0
20 AV,N,7,101.0,86.0,182.0
20 AV,N,8,207.0,179.0,380.0
20 AV,N,9,288.0,241.0,582.0
20 AV,N,10,313.0,244.0,795.0
20 AV,N,11,253.0,198.0,689.0
20 AV,N,12,224.0,179.0,559.0
20 AV,N,13,203.0,169.0,486.0
20 AV,N,14,180.0,161.0,404.0
20 AV,N,15,210.0,188.0,459.0
20 AV,N,16,238.0,213.0,509.0
20 AV,N,17,247.0,221.0,606.0
20 AV,N,18,274.0,238.0,717.0
20 AV,N,19,372.0,323.0,993.0
20 AV,N,20,310.0,269.0,859.0
20 AV,N,21,272.0,237.0,711.0
20 AV,N,22,136.0,113.0,479.0
20 AV,N,23,113.0,94.0,333.0
20 AV,N,0,104.0,87.0,290.0
207 ST,1,1,103.0,85.0,334.0
207 ST,1,2,58.0,52.0,188.0
207 ST,1,3,15.0,14.0,96.0
207 ST,1,4,18.0,17.0,71.0
207 ST,1,5,58.0,52.0,122.0
207 ST,1,6,65.0,59.0,117.0
207 ST,1,7,106.0,92.0,204.0
207 ST,1,8,168.0,135.0,336.0
207 ST,1,9,238.0,179.0,633.0
207 ST,1,10,237.0,186.0,780.0
207 ST,1,11,125.0,98.0,487.0
207 ST,1,12,116.0,91.0,434.0
207 ST,1,13,135.0,109.0,434.0
207 ST,1,14,208.0,173.0,554.0
207 ST,1,15,217.0,180.0,561.0
207 ST,1,16,255.0,211.0,587.0
207 ST,1,17,262.0,210.0,669.0
207 ST,1,18,270.0,209.0,828.0
207 ST,1,19,381.0,291.0,1193.0
207 ST,1,20,298.0,228.0,922.0
207 ST,1,21,215.0,172.0,782.0
207 ST,1,22,166.0,131.0,620.0
207 ST,1,23,153.0,117.0,557.0
207 ST,1,0,96.0,74.0,380.0
21 ST,G,1,9.0,9.0,23.0
21 ST,G,2,2.0,3.0,15.0
21 ST,G,3,2.0,2.0,8.0
21 ST,G,4,6.0,7.0,15.0
21 ST,G,5,8.0,7.0,28.0
21 ST,G,6,9.0,7.0,33.0
21 ST,G,7,14.0,11.0,55.0
21 ST,G,8,35.0,30.0,131.0
21 ST,G,9,96.0,75.0,394.0
21 ST,G,10,73.0,54.0,392.0
21 ST,G,11,50.0,37.0,279.0
21 ST,G,12,64.0,53.0,271.0
21 ST,G,13,59.0,51.0,198.0
21 ST,G,14,49.0,44.0,168.0
21 ST,G,15,56.0,50.0,171.0
21 ST,G,16,78.0,71.0,213.0
21 ST,G,17,55.0,51.0,177.0
21 ST,G,18,52.0,49.0,182.0
21 ST,G,19,70.0,66.0,185.0
21 ST,G,20,51.0,50.0,170.0
21 ST,G,21,20.0,21.0,82.0
21 ST,G,22,10.0,10.0,56.0
21 ST,G,23,12.0,11.0,51.0
21 ST,G,0,10.0,10.0,27.0
21 ST-QNSBRIDGE,F,1,130.0,101.0,283.0
21 ST-QNSBRIDGE,F,2,77.0,60.0,173.0
21 ST-QNSBRIDGE,F,3,35.0,25.0,93.0
21 ST-QNSBRIDGE,F,4,53.0,45.0,117.0
21 ST-QNSBRIDGE,F,5,128.0,108.0,258.0
21 ST-QNSBRIDGE,F,6,162.0,136.0,321.0
21 ST-QNSBRIDGE,F,7,214.0,182.0,416.0
21 ST-QNSBRIDGE,F,8,387.0,344.0,733.0
21 ST-QNSBRIDGE,F,9,450.0,371.0,1114.0
21 ST-QNSBRIDGE,F,10,493.0,398.0,1300.0
21 ST-QNSBRIDGE,F,11,394.0,316.0,1096.0
21 ST-QNSBRIDGE,F,12,341.0,276.0,902.0
21 ST-QNSBRIDGE,F,13,323.0,272.0,817.0
21 ST-QNSBRIDGE,F,14,359.0,307.0,783.0
21 ST-QNSBRIDGE,F,15,330.0,285.0,696.0
21 ST-QNSBRIDGE,F,16,421.0,365.0,899.0
21 ST-QNSBRIDGE,F,17,438.0,377.0,986.0
21 ST-QNSBRIDGE,F,18,440.0,372.0,1028.0
21 ST-QNSBRIDGE,F,19,515.0,435.0,1215.0
21 ST-QNSBRIDGE,F,20,429.0,367.0,1003.0
21 ST-QNSBRIDGE,F,21,264.0,223.0,724.0
21 ST-QNSBRIDGE,F,22,191.0,157.0,578.0
21 ST-QNSBRIDGE,F,23,167.0,135.0,498.0
21 ST-QNSBRIDGE,F,0,131.0,109.0,334.0
215 ST,1,1,102.0,84.0,329.0
215 ST,1,2,58.0,52.0,188.0
215 ST,1,3,15.0,14.0,96.0
215 ST,1,4,16.0,16.0,70.0
215 ST,1,5,54.0,48.0,119.0
